1414998768874	4314508000	7835000	238373000	280000	null	null
1414998768883	388000	2565000	5874000	49000	null	null
1414998768888	38000	677000	4540000	47000	null	null
1414998768891	46000	513000	1991000	28000	null	null
1414998768894	33000	221000	2637000	359000	null	null
1414998768897	32000	1463000	1399000	25000	null	null
1414998768898	32000	143000	1146000	155000	null	null
1414998768900	32000	415000	1191000	26000	null	null
1414998768901	32000	89000	975000	152000	null	null
1414998768904	31000	446000	2076000	30000	null	null
1414998768906	32000	166000	1232000	160000	null	null
1414998768908	28000	450000	1829000	24000	null	null
1414998768909	29000	140000	1142000	150000	null	null
1414998768911	29000	414000	1158000	26000	null	null
1414998768912	30000	155000	1074000	153000	null	null
1414998768916	29000	422000	3001000	25000	null	null
1414998768917	30000	115000	1008000	153000	null	null
1414998768919	29000	418000	1015000	24000	null	null
1414998768920	28000	86000	900000	154000	null	null
1414998768921	28000	394000	1072000	24000	null	null
1414998768922	29000	88000	918000	162000	null	null
1414998768925	30000	808000	1243000	31000	null	null
1414998768926	33000	101000	877000	166000	null	null
1414998768928	41000	473000	1196000	24000	null	null
1414998768929	29000	79000	996000	147000	null	null
1414998768930	28000	409000	1139000	24000	null	null
1414998768932	29000	90000	917000	148000	null	null
1414998768933	33000	408000	1063000	26000	null	null
1414998768934	29000	93000	905000	151000	null	null
1414998768936	28000	391000	1467000	30000	null	null
1414998768937	31000	122000	914000	164000	null	null
1414998768939	29000	452000	1340000	29000	null	null
1414998768941	32000	101000	1219000	157000	null	null
1414998768942	29000	459000	1053000	24000	null	null
1414998768944	29000	88000	918000	149000	null	null
1414998768945	29000	407000	1015000	24000	null	null
1414998768946	28000	91000	883000	147000	null	null
1414998768948	28000	418000	988000	26000	null	null
1414998768949	45000	142000	842000	154000	null	null
1414998768951	45000	641000	1057000	27000	null	null
1414998768952	30000	83000	869000	150000	null	null
1414998768953	28000	425000	974000	27000	null	null
1414998768954	29000	103000	839000	170000	null	null
1414998768956	29000	456000	1005000	25000	null	null
1414998768957	28000	93000	890000	223000	null	null
1414998768959	42000	384000	1151000	25000	null	null
1414998768964	29000	3801000	1247000	182000	null	null
1414998768966	53000	696000	1099000	27000	null	null
1414998768967	32000	92000	942000	155000	null	null
1414998768968	29000	402000	1055000	24000	null	null
1414998768970	28000	86000	872000	153000	null	null
1414998768971	28000	403000	988000	24000	null	null
1414998768972	30000	87000	823000	157000	null	null
1414998768974	30000	418000	1035000	25000	null	null
1414998768975	30000	96000	881000	159000	null	null
1414998768976	38000	410000	1045000	24000	null	null
1414998768980	29000	82000	3620000	167000	null	null
1414998768982	39000	435000	1036000	23000	null	null
1414998768983	29000	91000	860000	155000	null	null
1414998768984	28000	383000	1029000	22000	null	null
1414998768985	29000	90000	851000	144000	null	null
1414998768987	32000	392000	970000	25000	null	null
1414998768988	30000	93000	838000	150000	null	null
1414998768990	28000	428000	1046000	24000	null	null
1414998768991	29000	85000	857000	144000	null	null
1414998768992	29000	391000	1054000	25000	null	null
1414998768993	30000	81000	855000	143000	null	null
1414998768995	31000	383000	975000	22000	null	null
1414998768996	28000	93000	798000	144000	null	null
1414998768997	28000	391000	938000	24000	null	null
1414998768998	29000	79000	786000	185000	null	null
1414998769000	32000	984000	1201000	29000	null	null
1414998769002	33000	147000	846000	165000	null	null
1414998769003	30000	459000	1000000	25000	null	null
1414998769004	31000	91000	777000	152000	null	null
1414998769006	29000	436000	1024000	25000	null	null
1414998769007	30000	82000	827000	142000	null	null
1414998769008	457000	18000	980000	23000	null	null
1414998769009	30000	78000	813000	141000	null	null
1414998769011	28000	380000	980000	26000	null	null
1414998769012	136000	24000	765000	143000	null	null
1414998769013	29000	475000	926000	25000	null	null
1414998769014	136000	18000	779000	145000	null	null
1414998769016	29000	436000	894000	23000	null	null
1414998769017	29000	89000	742000	140000	null	null
1414998769018	448000	24000	939000	24000	null	null
1414998769019	29000	107000	931000	209000	null	null
1414998769021	43000	472000	1329000	33000	null	null
1414998769023	209000	22000	877000	155000	null	null
1414998769024	30000	725000	955000	26000	null	null
1414998769025	30000	93000	774000	143000	null	null
1414998769027	38000	405000	892000	23000	null	null
1414998769028	29000	83000	751000	138000	null	null
1414998769029	439000	18000	891000	35000	null	null
1414998769030	31000	98000	757000	140000	null	null
1414998769032	483000	26000	1007000	24000	null	null
1414998769033	28000	155000	779000	148000	null	null
1414998769035	26000	844000	1117000	49000	null	null
1414998769037	44000	153000	1387000	182000	null	null
1414998769038	46000	642000	1092000	27000	null	null
1414998769040	30000	156000	930000	159000	null	null
1414998769041	42000	674000	991000	24000	null	null
1414998769043	41000	142000	794000	145000	null	null
1414998769044	29000	493000	950000	24000	null	null
1414998769045	28000	129000	765000	154000	null	null
1414998769047	27000	617000	986000	24000	null	null
1414998769048	43000	224000	853000	144000	null	null
1414998769050	26000	609000	890000	23000	null	null
1414998769051	24000	133000	734000	140000	null	null
1414998769052	23000	613000	949000	25000	null	null
1414998769053	25000	131000	863000	149000	null	null
1414998769055	24000	494000	1044000	30000	null	null
1414998769056	61000	130000	807000	153000	null	null
1414998769058	25000	506000	957000	24000	null	null
1414998769059	165000	18000	768000	153000	null	null
1414998769060	29000	468000	896000	23000	null	null
1414998769061	24000	112000	726000	142000	null	null
1414998769063	510000	21000	934000	25000	null	null
1414998769064	24000	138000	743000	142000	null	null
1414998769065	23000	467000	1015000	22000	null	null
1414998769066	24000	93000	792000	136000	null	null
